passengerId1,passengerId2,numberOfFlightsTogether
792,1057,4
362,739,4
334,771,4
1077,1219,4
1837,1888,4
1998,2000,4
1904,1933,4
1969,1986,4
1984,1993,4
1936,1954,4
1917,1945,4
1902,1941,4
2114,2119,4
2148,2162,4
2256,2265,4
2203,2250,4
2216,2253,4
2548,2562,4
2544,2594,4
2546,2584,4
2647,2665,4
2712,2743,4
2929,2944,4
3162,3173,4
611,3157,4
333,2667,4
2130,3177,4
1895,2798,4
746,3475,4
772,3471,4
3723,3770,4
3904,3930,4
3908,3978,4
4007,4035,4
4053,4075,4
2199,3159,4
292,2183,4
1458,1853,4
650,2545,4
606,2521,4
1561,3978,4
199,2886,4
4202,4284,4
603,716,4
4371,4388,4
1305,2944,4
2284,3536,4
4440,4473,4
126,3648,4
4069,4388,4
4673,4675,4
199,1470,4
1377,2743,4
1813,2911,4
4944,4965,4
4979,4988,4
4917,4979,4
5012,5043,4
5065,5072,4
5154,5171,4
946,3681,4
1384,3540,4
2910,3536,4
1313,2335,4
385,5122,4
5416,5477,4
5478,5499,4
5432,5440,4
56,1984,4
4217,5319,4
5755,5771,4
5720,5779,4
727,4428,4
5932,5986,4
5938,5991,4
5974,5999,4
652,1982,4
2137,5133,4
6080,6083,4
1636,5916,4
4969,5490,4
6426,6485,4
2544,5420,4
3492,5467,4
4346,4988,4
1598,4551,4
3991,4641,4
4082,4632,4
1444,4178,4
4205,4646,4
4292,5356,4
6912,6979,4
7014,7025,4
7326,7392,4
7442,7485,4
7421,7436,4
188,3164,4
3928,7616,4
675,4814,4
3197,3575,4
7713,7737,4
7810,7834,4
7827,7853,4
2182,2288,4
844,2075,4
8114,8197,4
5390,5858,4
7793,8386,4
8517,8557,4
8577,8593,4
758,4321,4
3191,3896,4
1028,7543,4
3016,4734,4
2401,3171,4
1619,6870,4
1619,4607,4
1619,6071,4
4373,4942,4
4373,6880,4
6001,6469,4
438,4674,4
6069,6814,4
6069,6885,4
5440,6008,4
5966,6866,4
6096,6858,4
5481,6814,4
5788,6847,4
2773,5993,4
6047,6833,4
6047,6898,4
4412,6866,4
5771,6016,4
6160,6784,4
6950,7192,4
8732,8749,4
8722,8792,4
3169,7685,4
2238,7685,4
901,2868,4
3292,8190,4
1332,5803,4
258,4147,4
7618,8289,4
8013,8180,4
4563,8497,4
3471,3527,4
1938,5220,4
9040,9058,4
1956,5740,4
439,6093,4
756,8245,4
877,8350,4
2982,3743,4
1468,8146,4
286,3749,4
5579,7602,4
6745,8353,4
6745,7868,4
6745,8289,4
6786,7602,4
1940,7685,4
4249,8289,4
6558,9027,4
451,8037,4
2527,5456,4
1613,4395,4
1053,4395,4
3346,8108,4
4034,8969,4
701,4171,4
9650,9686,4
9720,9773,4
3253,8906,4
6019,7851,4
8019,9386,4
3078,8895,4
8558,8862,4
7712,8777,4
4223,7268,4
1858,4458,4
5672,9679,4
4553,5096,4
4553,5652,4
622,9610,4
2841,8793,4
3773,4253,4
1321,2323,4
3970,5966,4
10326,10354,4
848,6730,4
1055,8526,4
9362,9755,4
6304,9598,4
10412,10454,4
10438,10485,4
10449,10480,4
10419,10482,4
9078,10493,4
4454,4717,4
10517,10561,4
4283,10107,4
5867,10658,4
4743,7874,4
5163,10145,4
10716,10726,4
10704,10720,4
10720,10767,4
6946,7014,4
10841,10843,4
5867,10592,4
11119,11151,4
11101,11160,4
11108,11121,4
11193,11194,4
11163,11183,4
11132,11194,4
11115,11122,4
11137,11163,4
11109,11178,4
11180,11190,4
11153,11157,4
11153,11175,4
4226,9259,4
662,10252,4
1831,9997,4
9828,11276,4
4591,11272,4
4359,9752,4
7209,10727,4
2945,10795,4
11361,11381,4
2482,10415,4
525,10368,4
1342,10536,4
9758,10697,4
3243,8714,4
1737,4453,4
1863,3361,4
3245,6777,4
11571,11577,4
5501,10812,4
556,5055,4
5669,8475,4
932,10985,4
11636,11648,4
1533,6583,4
544,11359,4
2310,5775,4
2261,5046,4
4679,11003,4
2185,5256,4
7537,9548,4
10356,10954,4
6706,7094,4
2392,7094,4
7327,7418,4
7327,10356,4
2563,11750,4
8290,9282,4
1254,7919,4
3551,6165,4
2479,4217,4
3851,7706,4
1296,6053,4
241,9659,4
241,10083,4
400,4010,4
1041,5132,4
888,2489,4
2108,10016,4
1283,5696,4
5209,6522,4
7076,10083,4
3522,4308,4
1979,4123,4
12052,12088,4
3693,4408,4
4789,7679,4
9723,11267,4
1225,3180,4
7656,8684,4
3963,10024,4
274,4274,4
2755,9160,4
1888,2390,4
953,1631,4
10764,11871,4
4945,5021,4
6464,8406,4
5021,11276,4
9951,11898,4
4838,5037,4
9930,11886,4
10123,10830,4
5748,6111,4
6570,10109,4
2702,7505,4
7859,10267,4
9874,11201,4
4430,8721,4
873,1057,4
7444,9833,4
1057,2251,4
4193,10461,4
9615,10749,4
360,11243,4
1253,11729,4
374,7340,4
6865,9357,4
7340,11827,4
7187,8674,4
12533,12590,4
12537,12558,4
3921,8595,4
9954,10975,4
3957,9725,4
2155,3173,4
4439,8173,4
6089,7674,4
1419,7661,4
5120,12298,4
7956,10753,4
1410,10478,4
5721,7266,4
6836,11649,4
1863,5998,4
10592,10690,4
7395,10115,4
4362,10880,4
6459,8579,4
13656,13694,4
6365,8259,4
7894,12906,4
582,3768,4
13808,13894,4
5430,13817,4
3461,13540,4
1399,9061,4
3317,8961,4
10329,11379,4
3875,4972,4
1033,6001,4
1829,2685,4
1064,8348,4
8348,10767,4
6881,7053,4
12204,13680,4
10858,13695,4
6630,12173,4
2717,4543,4
2717,13203,4
599,13583,4
926,13900,4
12497,13119,4
5405,8664,4
270,13851,4
9031,10808,4
7118,7877,4
1783,10494,4
5480,12906,4
3123,3307,4
5516,7433,4
4685,6323,4
8556,13564,4
4540,5693,4
3235,13950,4
1242,10631,4
5490,9265,4
14644,14646,4
14712,14768,4
5490,12552,4
15126,15180,4
15176,15179,4
11353,15112,4
954,15153,4
347,384,4
515,522,4
832,881,4
852,867,4
941,946,4
1134,1180,4
312,323,4
837,894,4
1008,1081,4
730,1053,4
324,701,4
761,1029,4
355,716,4
362,701,4
1566,1590,4
1928,1964,4
1957,1961,4
1917,1989,4
1908,1994,4
2115,2162,4
2187,2188,4
2130,2190,4
2145,2163,4
2145,2182,4
2311,2369,4
2444,2456,4
72,2082,4
2569,2572,4
2621,2694,4
3107,3112,4
204,3141,4
255,624,4
369,1576,4
1223,2608,4
3541,3575,4
3611,3668,4
3646,3659,4
3629,3700,4
3739,3770,4
3843,3863,4
3906,3980,4
3929,3932,4
4013,4054,4
4016,4078,4
246,2152,4
4165,4171,4
293,1645,4
293,2567,4
490,1693,4
1503,3974,4
2278,3561,4
4201,4224,4
4291,4297,4
601,1300,4
425,2064,4
4383,4386,4
935,2975,4
901,2969,4
1581,1693,4
4089,4335,4
2290,3575,4
4407,4466,4
4403,4411,4
4632,4686,4
4618,4668,4
4618,4665,4
4671,4695,4
1288,2972,4
2972,3046,4
3332,4351,4
3119,3349,4
618,3271,4
2486,3612,4
2390,2440,4
4810,4872,4
2233,4407,4
1849,2502,4
1800,2502,4
2996,3620,4
135,2909,4
126,2212,4
2935,3547,4
1043,3482,4
556,1737,4
1721,2946,4
5401,5416,4
5484,5496,4
5431,5446,4
5466,5500,4
5406,5423,4
5419,5420,4
1476,5082,4
5522,5529,4
1666,5467,4
4052,5402,4
2043,5122,4
2431,3454,4
5714,5720,4
5705,5741,4
4700,4957,4
682,1651,4
2686,2904,4
1649,2909,4
1261,2215,4
844,3250,4
6068,6073,4
6013,6090,4
1984,4692,4
1616,5982,4
2942,5948,4
5792,5976,4
5793,5912,4
1375,5996,4
574,2747,4
337,1158,4
4957,6093,4
1482,6056,4
1444,3920,4
6501,6532,4
1819,3492,4
2848,4300,4
7062,7075,4
7015,7091,4
8057,8074,4
1231,4941,4
8115,8181,4
8136,8195,4
2378,2817,4
4190,6773,4
1048,1928,4
1420,5035,4
8544,8545,4
4321,4983,4
2527,4983,4
1267,4897,4
2910,3414,4
1858,7162,4
3188,5450,4
324,2773,4
324,4316,4
5494,6866,4
5798,6889,4
1817,6069,4
6001,6880,4
438,6878,4
438,5440,4
959,6893,4
2717,6854,4
6075,6469,4
5440,6870,4
4607,5954,4
2294,6866,4
4990,6889,4
5481,6824,4
5788,6858,4
2773,6884,4
2773,6830,4
4481,6854,4
4404,6774,4
3764,3967,4
8682,8696,4
4497,7618,4
5482,7629,4
5442,8190,4
7645,8132,4
3855,7605,4
4550,7618,4
8958,8984,4
8931,8979,4
8917,8991,4
8934,8973,4
1504,2802,4
4213,5978,4
7831,8969,4
2928,3295,4
3943,5221,4
546,5243,4
3742,6507,4
9006,9091,4
9031,9089,4
7814,7951,4
815,3329,4
1252,3332,4
7384,8721,4
7326,8771,4
3855,5579,4
9282,9298,4
4395,6773,4
4983,5989,4
6231,8105,4
7418,7612,4
9374,9384,4
9373,9382,4
9656,9677,4
2719,9505,4
7657,9509,4
5447,6575,4
437,1849,4
5547,5740,4
9801,9827,4
9865,9868,4
9879,9898,4
1454,5944,4
4827,9266,4
6050,9300,4
2811,5869,4
1215,9039,4
415,662,4
6020,7872,4
5509,5989,4
5652,9634,4
300,9628,4
4553,9611,4
4270,9601,4
866,4611,4
437,8979,4
4034,9626,4
91,2488,4
6622,8884,4
4274,5501,4
3998,7600,4
3766,9766,4
2755,7899,4
7308,8552,4
1701,5733,4
272,2992,4
10431,10482,4
10431,10453,4
10431,10483,4
10408,10465,4
10401,10409,4
10434,10476,4
10424,10476,4
10465,10490,4
9859,10145,4
398,10396,4
3077,8836,4
7890,10179,4
8120,8509,4
9410,10371,4
1325,8685,4
8887,10128,4
2967,3829,4
10712,10774,4
10712,10753,4
10728,10751,4
2953,5932,4
10818,10896,4
3658,9498,4
9460,10584,4
9956,10619,4
11130,11163,4
11111,11121,4
11103,11158,4
11148,11163,4
11137,11151,4
11137,11142,4
11156,11163,4
11224,11279,4
718,10322,4
3616,4359,4
2345,10712,4
9645,10704,4
9645,10712,4
11338,11345,4
5207,10440,4
3784,7934,4
2153,6759,4
1475,10697,4
9777,10644,4
4092,10644,4
1158,5966,4
4606,5314,4
8234,10832,4
11633,11662,4
11720,11744,4
11704,11723,4
1266,8964,4
1247,10570,4
2625,5093,4
2002,4732,4
3411,8832,4
11919,11923,4
5071,11863,4
5132,8194,4
1138,5031,4
4336,4584,4
4336,10017,4
210,10017,4
4728,10083,4
1378,4010,4
7381,10465,4
4802,11954,4
5416,11987,4
3581,7679,4
5081,9757,4
4641,10900,4
1540,5044,4
3290,8204,4
8644,8851,4
1594,6127,4
7508,10069,4
1056,4945,4
6464,7837,4
8353,10234,4
2437,11874,4
582,10764,4
9930,11808,4
1064,11683,4
7191,8128,4
4713,9395,4
628,9331,4
3894,5356,4
6184,11745,4
1020,11057,4
7565,11793,4
8445,9500,4
5416,5575,4
8539,9225,4
1882,5270,4
479,1138,4
1521,6548,4
1687,9232,4
8039,11808,4
2715,11037,4
5277,10953,4
11322,12020,4
12051,12113,4
11224,12052,4
10975,11450,4
1573,10975,4
4444,11687,4
1386,12514,4
1386,12563,4
5538,7427,4
993,4016,4
611,4272,4
611,10315,4
9561,11483,4
139,1085,4
4415,5980,4
3198,3544,4
3861,5544,4
796,2306,4
2223,2306,4
4533,7611,4
5998,8261,4
2969,11594,4
7004,12412,4
9997,12411,4
5603,12020,4
8007,12452,4
3587,4027,4
2472,11867,4
13138,13142,4
7376,8013,4
13456,13487,4
12617,13456,4
2408,8372,4
4115,11166,4
13642,13693,4
7773,10093,4
2370,7324,4
1424,11509,4
1242,9919,4
9480,9725,4
6749,11088,4
7612,9300,4
7547,11847,4
1826,11607,4
5610,6155,4
1033,12570,4
1753,3875,4
3608,6099,4
13557,13627,4
1850,10627,4
2068,3851,4
14009,14012,4
14096,14100,4
338,5164,4
6576,8837,4
10685,13781,4
3380,9366,4
1454,5513,4
1740,8729,4
2702,12947,4
11513,14094,4
3179,5319,4
603,12401,4
1558,12473,4
469,4497,4
3488,4212,4
8196,11192,4
2069,13218,4
3777,4191,4
5634,13221,4
5278,8175,4
7712,8050,4
8961,13276,4
311,4090,4
1000,14078,4
6027,12908,4
1200,2844,4
8196,8590,4
3251,8238,4
14779,14796,4
14750,14793,4
14750,14779,4
14718,14752,4
14727,14728,4
14744,14752,4
14716,14718,4
8076,12727,4
6043,9265,4
954,15121,4
9944,12862,4
139,175,4
408,450,4
657,665,4
601,615,4
777,790,4
805,848,4
865,878,4
1156,1163,4
364,1044,4
330,1043,4
334,1026,4
1240,1250,4
717,718,4
392,1051,4
1302,1372,4
740,1057,4
324,746,4
727,1026,4
355,704,4
1956,1997,4
1955,1982,4
1920,1941,4
1928,1930,4
2161,2174,4
2226,2235,4
2225,2262,4
2225,2261,4
2369,2392,4
2426,2489,4
2415,2486,4
2082,2392,4
2534,2584,4
2532,2591,4
2710,2789,4
2755,2797,4
2709,2767,4
2817,2831,4
435,1273,4
3137,3186,4
3169,3192,4
3368,3384,4
283,3101,4
3438,3491,4
3439,3483,4
369,1561,4
3512,3522,4
2165,3148,4
3663,3693,4
3806,3815,4
3821,3883,4
3919,3994,4
4025,4078,4
4002,4042,4
4035,4080,4
221,609,4
1645,2570,4
1087,3149,4
1034,1636,4
2244,3561,4
4318,4345,4
997,2944,4
932,2930,4
961,1370,4
2249,3599,4
4430,4497,4
4464,4474,4
2436,3611,4
4088,4346,4
4069,4380,4
4683,4688,4
4643,4685,4
4609,4655,4
4680,4685,4
1074,2789,4
437,1322,4
1111,4199,4
1971,3135,4
2554,4407,4
970,1849,4
5279,5286,4
1933,3331,4
5313,5326,4
5342,5377,4
5332,5344,4
2293,3620,4
946,1398,4
2985,3577,4
1384,3577,4
755,1347,4
1524,2325,4
802,5120,4
308,3408,4
731,3779,4
731,3482,4
5458,5494,4
5464,5496,4
5466,5468,4
2729,5042,4
1819,5055,4
4647,5009,4
5645,5660,4
1482,5420,4
4319,5156,4
1043,2477,4
111,5679,4
4022,4169,4
1722,4678,4
5711,5769,4
780,1336,4
1322,2813,4
2781,4977,4
1513,2488,4
1261,3587,4
1077,2565,4
5942,5948,4
6027,6084,4
284,5223,4
2747,4761,4
1371,6054,4
4945,6027,4
1572,1643,4
3991,4914,4
6644,6656,4
6812,6863,4
3184,4300,4
391,5025,4
2596,2775,4
2625,3343,4
7140,7148,4
7407,7431,4
7454,7477,4
1167,7509,4
1252,2523,4
111,5692,4
2492,5100,4
2271,3706,4
7721,7759,4
1250,4470,4
7830,7899,4
931,4175,4
2956,4361,4
2288,3226,4
1605,3569,4
3642,5946,4
2645,2780,4
8217,8253,4
8217,8281,4
8381,8383,4
5370,6748,4
431,4627,4
3883,5043,4
6565,8232,4
690,2916,4
7774,7818,4
247,5414,4
1326,7447,4
324,2759,4
324,1865,4
324,6866,4
1619,6896,4
5724,6832,4
438,6017,4
477,4942,4
2717,5769,4
6069,6848,4
5761,6071,4
3576,5734,4
3576,5993,4
4942,6830,4
5771,6897,4
1884,6817,4
2874,5549,4
917,1624,4
3278,6097,4
347,7367,4
2578,4896,4
3735,4497,4
8928,8936,4
8914,8920,4
8950,8956,4
1779,5084,4
1368,8656,4
629,4795,4
2290,4492,4
3742,8257,4
1669,8288,4
9030,9077,4
2378,3600,4
1317,3711,4
860,2392,4
3418,7868,4
2651,7532,4
1789,3477,4
7068,7418,4
4031,6292,4
6385,6978,4
6930,9009,4
9345,9363,4
2123,7508,4
5808,8230,4
9619,9656,4
9660,9676,4
9725,9760,4
2482,8976,4
9934,9993,4
2811,5332,4
908,9072,4
756,8563,4
4226,8167,4
3772,6293,4
701,7636,4
1208,5590,4
9318,9946,4
4541,9784,4
9745,9961,4
182,2841,4
10238,10240,4
2234,3508,4
10376,10397,4
8411,10352,4
10433,10486,4
10434,10439,4
211,6052,4
6441,7768,4
10506,10552,4
7860,9101,4
2973,9101,4
6588,9058,4
6304,6584,4
281,7643,4
2926,4552,4
5319,9399,4
8589,9766,4
2937,4274,4
10742,10744,4
10741,10744,4
10727,10780,4
10753,10779,4
10744,10786,4
7946,9687,4
11101,11151,4
11130,11151,4
11108,11131,4
11111,11151,4
11163,11176,4
11138,11175,4
11160,11176,4
11109,11153,4
11102,11141,4
11114,11128,4
2701,9828,4
4496,9761,4
9752,11256,4
9997,11275,4
3958,9997,4
3958,9828,4
4820,10788,4
2024,10799,4
366,10409,4
3784,10994,4
1475,10535,4
6896,9324,4
3361,4130,4
1164,7998,4
11649,11686,4
11738,11750,4
11744,11773,4
5283,8834,4
5211,7427,4
11837,11871,4
11801,11834,4
11803,11837,4
4625,7448,4
8579,8919,4
4397,11175,4
456,8268,4
9258,9376,4
167,8299,4
1097,8299,4
3551,7336,4
237,1762,4
1064,5530,4
1138,4580,4
1138,2489,4
4336,8194,4
614,6024,4
8424,10083,4
2174,6987,4
4121,9659,4
664,5292,4
4712,5203,4
3693,8424,4
293,8907,4
1287,5770,4
6322,10025,4
1342,2100,4
2065,3367,4
9758,10819,4
1079,11400,4
12176,12189,4
5416,8475,4
1276,10431,4
486,8501,4
4945,5093,4
8406,11876,4
4070,6464,4
4070,11898,4
760,11652,4
7271,9495,4
9629,11057,4
1343,9500,4
7481,9503,4
517,6974,4
6548,7243,4
1157,6428,4
2758,7834,4
4745,8871,4
3029,6658,4
781,10240,4
5374,9357,4
1573,4978,4
23,1030,4
6731,9433,4
4097,7204,4
1871,6349,4
6064,9466,4
264,7654,4
7463,11324,4
11324,12144,4
2221,7862,4
12539,12594,4
12537,12574,4
12541,12572,4
1189,1218,4
2716,10432,4
9988,10465,4
6678,11347,4
3913,12557,4
7595,10753,4
611,10512,4
4054,7626,4
6056,6899,4
1812,7850,4
1812,2441,4
2767,5998,4
5526,5613,4
362,6347,4
3947,7547,4
1340,9480,4
6302,6416,4
860,10326,4
2112,6045,4
5147,10880,4
13510,13542,4
12506,13477,4
9891,10264,4
9789,13173,4
5332,13627,4
13731,13777,4
1816,5112,4
5275,12244,4
13940,13959,4
3382,13553,4
8504,9408,4
7825,10798,4
741,5414,4
1753,3615,4
2861,9822,4
12697,13602,4
1850,13621,4
9599,9749,4
10447,12531,4
6882,9321,4
726,2065,4
2065,3632,4
2204,11559,4
9369,12189,4
12197,13669,4
9649,12492,4
2030,7506,4
14023,14100,4
14020,14056,4
1958,3872,4
8383,10067,4
7643,10991,4
855,12483,4
1545,9636,4
2844,11676,4
8267,9146,4
1029,4603,4
2069,6323,4
3319,7099,4
6591,7194,4
183,6323,4
2106,13249,4
2106,12323,4
356,5634,4
6578,11577,4
49,12146,4
2588,4755,4
8116,8358,4
2826,3865,4
2035,7288,4
4711,11070,4
1850,8243,4
4090,9890,4
1399,2485,4
14701,14751,4
14714,14769,4
15180,15188,4
4090,15135,4
8961,15121,4
27,32,4
37,76,4
319,399,4
542,574,4
680,698,4
805,833,4
934,965,4
341,1095,4
1356,1377,4
1321,1384,4
362,1025,4
1212,1287,4
791,1056,4
376,712,4
355,766,4
355,746,4
1888,1900,4
1848,1864,4
1904,1989,4
1951,1969,4
2034,2086,4
2120,2148,4
2130,2141,4
2129,2136,4
2136,2185,4
2418,2465,4
2413,2484,4
2475,2476,4
2401,2477,4
2415,2457,4
2068,2334,4
2604,2624,4
2801,2862,4
2877,2887,4
2929,2930,4
3311,3317,4
3438,3444,4
3580,3597,4
3510,3528,4
3655,3663,4
3627,3662,4
1095,3453,4
3831,3847,4
3942,3975,4
4029,4053,4
4069,4078,4
4044,4051,4
4010,4063,4
272,2183,4
2178,3188,4
247,3122,4
2153,3151,4
654,3190,4
1479,2781,4
1645,2563,4
1236,3959,4
2251,3576,4
4219,4274,4
402,1255,4
986,1376,4
4304,4348,4
4353,4387,4
998,2957,4
1310,2941,4
939,1381,4
369,2514,4
1503,2600,4
4023,4393,4
4089,4307,4
2226,3507,4
4429,4491,4
4403,4473,4
4403,4491,4
2308,2485,4
4090,4380,4
4646,4675,4
4620,4632,4
1074,1444,4
4747,4769,4
1310,4088,4
4880,4888,4
4841,4900,4
4809,4888,4
4934,4955,4
3303,4358,4
2169,3235,4
2932,3654,4
126,2263,4
5446,5498,4
5483,5486,4
5416,5446,4
5414,5440,4
5412,5459,4
5412,5494,4
5551,5565,4
5668,5693,4
5630,5647,4
2959,5463,4
930,5496,4
4017,5448,4
774,2435,4
1976,2435,4
1984,3614,4
1167,4169,4
1853,4991,4
2251,3997,4
419,649,4
419,2635,4
3493,3952,4
5956,5986,4
1019,2124,4
5127,5885,4
774,4546,4
1976,5002,4
6239,6255,4
6339,6385,4
6302,6323,4
1608,5982,4
5793,5996,4
614,4150,4
1046,4069,4
2509,5460,4
6503,6585,4
6759,6780,4
3295,5420,4
1108,4945,4
3184,5467,4
1801,4285,4
7431,7485,4
3223,3589,4
2669,5694,4
2645,6111,4
1048,2484,4
7726,7766,4
7862,7890,4
7902,7995,4
2075,3226,4
290,5325,4
4876,5707,4
8128,8174,4
8107,8118,4
8222,8235,4
3043,3681,4
4470,6803,4
1609,2532,4
4613,5318,4
4435,5944,4
6556,7167,4
4344,6585,4
4280,5074,4
716,2560,4
4896,5792,4
5769,6829,4
324,6864,4
324,5494,4
1619,6075,4
997,6866,4
6408,6864,4
5443,5964,4
959,6049,4
5761,6069,4
5500,5734,4
3576,6008,4
5788,6896,4
4481,6071,4
6047,6897,4
4969,5954,4
4969,6830,4
4412,6855,4
1884,6896,4
4092,5546,4
64,4053,4
3545,7778,4
975,7820,4
2699,7624,4
273,3784,4
3330,7601,4
3005,4580,4
2569,2802,4
4213,7433,4
233,991,4
2656,3920,4
249,2392,4
3937,8454,4
5603,6347,4
3357,3931,4
9027,9067,4
9019,9042,4
9011,9062,4
9037,9074,4
1729,1913,4
8213,8350,4
9136,9159,4
8273,9002,4
9363,9373,4
5943,8956,4
9601,9630,4
2719,9581,4
2747,5447,4
1673,7369,4
1514,8892,4
10040,10076,4
942,3297,4
2488,7209,4
5584,5989,4
4449,4553,4
3490,7718,4
2516,8917,4
10116,10184,4
5037,9765,4
3925,6831,4
6769,7403,4
1055,6886,4
3798,8565,4
9383,9769,4
8045,9951,4
8411,10334,4
3760,10332,4
10412,10416,4
10446,10488,4
10438,10483,4
10401,10456,4
10442,10494,4
429,4553,4
2441,9340,4
2441,4841,4
9436,10198,4
6120,10492,4
4247,6084,4
3253,6067,4
2728,9229,4
855,9540,4
1434,7209,4
10737,10741,4
328,1248,4
1930,8956,4
10818,10900,4
5101,7692,4
11111,11183,4
11196,11198,4
11141,11188,4
11180,11199,4
1343,11276,4
75,11256,4
1434,10756,4
2024,10744,4
1511,9840,4
585,3937,4
9757,10271,4
9757,10253,4
9924,10478,4
2457,11276,4
8114,8475,4
4484,9251,4
2262,7059,4
7059,11359,4
7427,9460,4
11830,11895,4
11832,11888,4
11863,11869,4
5489,8289,4
2284,11003,4
8295,10740,4
3343,11003,4
8511,8919,4
3551,7825,4
237,6987,4
237,371,4
736,4728,4
210,6053,4
6522,8194,4
557,10017,4
371,10083,4
5016,5530,4
4543,9683,4
2423,11914,4
1309,2411,4
7910,8653,4
47,4816,4
1769,10548,4
1424,3894,4
11027,11262,4
2284,3029,4
8659,10243,4
9291,9451,4
7859,8659,4
637,10022,4
12135,12151,4
4707,4802,4
1678,8511,4
6030,8501,4
10716,11817,4
8644,10796,4
9688,12175,4
7187,10830,4
3660,9403,4
2595,9749,4
1172,2595,4
2054,6114,4
7191,9127,4
7950,10097,4
6184,11796,4
7335,8149,4
2758,9503,4
6954,8594,4
6409,7493,4
4,4634,4
2391,8587,4
4484,8587,4
1562,9511,4
4791,11674,4
5895,10763,4
871,11376,4
7661,10053,4
135,2385,4
5374,5803,4
2766,10212,4
5608,6749,4
9779,12144,4
5136,10937,4
5418,12173,4
953,1464,4
391,4444,4
9864,12170,4
10024,12581,4
371,1201,4
2949,10741,4
4828,7714,4
3823,10357,4
264,1555,4
7319,10398,4
435,11225,4
12709,12759,4
5238,8371,4
12902,12990,4
682,9649,4
870,3107,4
10446,11214,4
10484,11047,4
6045,8057,4
11341,12604,4
2214,10403,4
13438,13480,4
6400,9426,4
6666,7073,4
905,2574,4
4701,11588,4
4701,8754,4
9723,13107,4
2333,9420,4
3880,11530,4
10439,12950,4
3030,12299,4
13862,13876,4
1507,4353,4
6993,13627,4
6903,11559,4
3759,4983,4
6332,8243,4
4620,8998,4
3257,7825,4
4972,12570,4
10632,13623,4
6833,12040,4
1451,12170,4
2251,2713,4
13244,13830,4
2082,4989,4
1201,9991,4
4771,13803,4
10837,12473,4
1739,7593,4
1735,7244,4
4685,5754,4
779,2382,4
3938,6041,4
9043,13195,4
1009,6258,4
865,11326,4
1591,4973,4
9890,10631,4
3759,4090,4
5920,13276,4
14731,14787,4
14744,14793,4
45,58,4
644,686,4
826,877,4
832,895,4
1036,1089,4
1266,1267,4
1343,1358,4
101,190,4
392,1043,4
328,1044,4
385,1031,4
1513,1545,4
1513,1537,4
1970,1992,4
1945,1988,4
1911,1922,4
2176,2177,4
2111,2140,4
2109,2131,4
2116,2141,4
2116,2124,4
2145,2169,4
2214,2283,4
2303,2323,4
2411,2419,4
2434,2446,4
2409,2470,4
2409,2474,4
91,191,4
2984,2993,4
3134,3182,4
3208,3285,4
3303,3371,4
3423,3486,4
1236,1594,4
1587,2697,4
3575,3580,4
1417,1820,4
716,3413,4
3932,3949,4
3916,3974,4
3914,3924,4
4011,4088,4
246,3167,4
1456,1855,4
4195,4197,4
2586,3104,4
205,2510,4
1693,2521,4
64,2400,4
4229,4245,4
4209,4270,4
739,3174,4
673,3447,4
602,752,4
494,2528,4
1645,2514,4
914,2981,4
4378,4400,4
1320,2942,4
1542,2539,4
899,3794,4
2261,3551,4
4407,4499,4
4418,4475,4
4685,4686,4
4646,4690,4
4638,4681,4
4673,4690,4
4606,4681,4
2783,2816,4
2537,2754,4
905,1813,4
240,1787,4
1472,1722,4
3321,4319,4
3225,4400,4
2130,3360,4
4732,4791,4
2390,2457,4
2390,2411,4
1458,4696,4
4850,4897,4
2570,4418,4
229,1437,4
5160,5175,4
5136,5141,4
2429,3517,4
3589,3648,4
3547,3678,4
2222,2977,4
3537,3698,4
923,3648,4
2407,2977,4
4511,5307,4
1365,2780,4
2944,3087,4
5477,5500,4
5477,5499,4
5420,5491,4
5459,5500,4
5459,5494,4
979,4092,4
4016,5477,4
1314,5409,4
4052,5467,4
2074,5122,4
4245,5076,4
5771,5796,4
5722,5780,4
5748,5754,4
5768,5782,4
1498,4911,4
446,4942,4
1853,4933,4
4447,4916,4
402,3919,4
132,1649,4
366,419,4
5926,5963,4
5903,5916,4
2111,4076,4
578,1908,4
6176,6193,4
1375,5708,4
4933,6032,4
1692,5460,4
1046,1444,4
1662,4346,4
4656,5455,4
6530,6532,4
6575,6580,4
6735,6798,4
3670,5455,4
6908,6975,4
7406,7463,4
7530,7547,4
2975,5737,4
7726,7770,4
3024,5743,4
752,7398,4
1167,7185,4
2182,5048,4
8123,8157,4
8110,8116,4
8251,8260,4
223,2678,4
7551,7713,4
420,4651,4
3173,4791,4
687,7682,4
782,2067,4
281,1025,4
7580,7759,4
3472,4278,4
5494,5744,4
1619,5443,4
997,6898,4
997,6896,4
5964,6832,4
2734,4942,4
2717,6847,4
5761,6880,4
5500,6853,4
5500,5798,4
6077,6833,4
6077,6817,4
4316,6847,4
4607,5977,4
4990,6872,4
2993,4316,4
1613,4552,4
6446,8470,4
7384,8390,4
2620,7450,4
809,1266,4
7601,8158,4
8938,8991,4
8964,8989,4
2453,7550,4
157,739,4
913,5560,4
8454,8656,4
5805,6166,4
9019,9066,4
9068,9069,4
7799,7860,4
2660,8010,4
2458,8604,4
5579,7039,4
9222,9236,4
451,6020,4
5450,5549,4
5596,6052,4
2262,7418,4
3440,6259,4
6292,7033,4
281,9030,4
9345,9400,4
2423,8232,4
